sense_1,sense_2,mark,lang,features_1,features_2,sim_feature,pos_1,pos_2,sim_pos,fuzz,cosine
['to give birth'],['to cause'],1,eng,"['create_by_mental_act', 'produce']","['make', 'venture', 'proceeding', 'origin', 'justification', 'physical_entity']",0,VERB,VERB,True,0.0,0.5255138874053955
['quick'],"['skilful', 'dexterous']",1,eng,['area'],[],0,NOUN,NOUN,True,0.0,0.45124757289886475
"['to turn', 'rotate']","['shoulder-blade', 'scapula']",1,eng,"['turn', 'injure', 'till', 'curve', 'discolor', 'change_of_course', 'activity', 'performance', 'development', 'walk', 'favor', 'part', 'change', 'transform', 'movement', 'change_shape', 'travel', 'shape', 'do', 'send', 'change_state', 'move', 'change_of_direction', 'shift', 'rotation', 'operate', 'aim', 'appeal', 'get', 'senesce', 'transmit', 'turn', 'grow', 'serve', 'alternate']",['bone'],0,VERB,NOUN,False,0.0,0.23772001266479492
['corner'],['gulf'],1,eng,"['predicament', 'turn', 'steer', 'structure', 'concave_shape', 'part', 'point', 'monopoly', 'control', 'intersection', 'area']","['chasm', 'body_of_water', 'disparity']",0,NOUN,NOUN,True,0.0,0.3069807291030884
['cheerful'],"['profligate', 'womanizer']",1,eng,[],"['consumer', 'libertine']",0,NOUN,NOUN,True,0.0,0.47024619579315186
['to shrink'],['to understand'],1,eng,"['specialist', 'move', 'decrease']","['understand', 'believe']",0,VERB,VERB,True,0.0,0.4801555871963501
"['to turn', 'rotate']",['to reincarnate'],1,eng,"['turn', 'injure', 'till', 'curve', 'discolor', 'change_of_course', 'activity', 'performance', 'development', 'walk', 'favor', 'part', 'change', 'transform', 'movement', 'change_shape', 'travel', 'shape', 'do', 'send', 'change_state', 'move', 'change_of_direction', 'shift', 'rotation', 'operate', 'aim', 'appeal', 'get', 'senesce', 'transmit']","['be_born', 'regenerate']",0,VERB,VERB,True,0.0,0.5574734807014465
['mud'],"['false', 'untrue']",1,eng,"['slander', 'plaster', 'soil', 'dirty']",[],0,NOUN,ADJ,False,0.0,0.27600112557411194
['to press down'],['to guess'],1,eng,['move'],"['solve', 'opinion', 'expect', 'speculate', 'calculate', 'estimate']",0,VERB,VERB,True,0.0,0.443789005279541
['flower'],['fire'],1,eng,"['angiosperm', 'time_period', 'develop', 'reproductive_structure']","['chase_away', 'make', 'trial', 'element', 'passion', 'criticism', 'bake', 'destroy', 'fireplace', 'supply', 'attack', 'remove', 'happening', 'blast', 'fuel', 'combustion']",0,NOUN,NOUN,True,0.0,0.38714826107025146
['eunuch'],['woman'],1,eng,['man'],"['class', 'womankind', 'adult', 'female', 'cleaner']",0,ADJ,NOUN,False,0.0,0.5559000372886658
['heavenly body'],['week'],1,eng,['natural_object'],"['work_time', 'time_period']",0,NOUN,NOUN,True,0.0,0.18163998425006866
['sun'],['Sunday'],1,eng,"['lie', 'expose', 'star', 'rest_day', 'solar_system', 'important_person', 'light']",['rest_day'],1,NOUN,NOUN,True,0.0,0.5275512337684631
['Venus'],['Friday'],1,eng,"['solar_system', 'veneridae', 'mollusk_genus']",['weekday'],0,NOUN,NOUN,True,0.0,0.2509858310222626
['Saturn'],['Saturday'],1,eng,['solar_system'],['weekday'],0,NOUN,NOUN,True,0.0,0.35941681265830994
['Jupiter'],['Thursday'],1,eng,['solar_system'],['weekday'],0,NOUN,NOUN,True,0.0,0.3376137912273407
['Mars'],['Tuesday'],1,eng,"['appearance', 'damage', 'maim', 'gregorian_calendar_month', 'solar_system']",['weekday'],0,NOUN,NOUN,True,0.0,0.45731204748153687
['moon'],['Monday'],1,eng,"['month', 'expose', 'satellite', 'light', 'object', 'idle']",['weekday'],0,NOUN,NOUN,True,0.0,0.3697974979877472
['Mercury'],['Wednesday'],1,eng,"['metallic_element', 'temperature', 'solar_system']",['weekday'],0,NOUN,NOUN,True,0.0,0.385128378868103
['shine'],['fame'],1,eng,"['happen', 'look', 'feel', 'brightness', 'fancify', 'be', 'emit']","['honor', 'repute']",0,NOUN,NOUN,True,0.0,0.45580345392227173
['clever'],['cautious'],1,eng,[],['people'],0,NOUN,ADJ,False,0.0,0.5064581632614136
"['to grasp', 'seize']",['inclination to smth'],1,eng,"['influence', 'grasping', 'understand', 'capability', 'understanding', 'hold']",[],0,VERB,NOUN,False,0.0,0.6046938300132751
['to suffer'],['to endure'],1,eng,"['perceive', 'permit', 'worsen', 'feel', 'tend', 'experience', 'be']","['last', 'measure', 'permit', 'continue', 'experience', 'defy']",1,VERB,VERB,True,0.0,0.800356924533844
['to endure'],['to forgive'],1,eng,"['last', 'measure', 'permit', 'continue', 'experience', 'defy']","['exempt', 'concede']",0,VERB,VERB,True,0.0,0.665152370929718
['opposite'],"['false', 'wrong']",1,eng,"['word', 'contestant', 'opposition']",[],0,NOUN,ADJ,False,0.0,0.454513818025589
['to take prisoner'],"['to charm', 'to delight']",1,eng,[],"['protect', 'attract', 'flavor', 'speech', 'control', 'object', 'attractiveness', 'persuade']",0,VERB,VERB,True,0.0,0.41907358169555664
['to drag'],"['to charm', 'to delight']",1,eng,"['pull', 'proceed', 'travel', 'shuffle', 'involve', 'inhalation', 'inhale', 'move', 'clothing', 'hindrance', 'resistance', 'persuade', 'lag', 'search', 'tediousness']","['protect', 'attract', 'flavor', 'speech', 'control', 'object', 'attractiveness', 'persuade']",1,VERB,VERB,True,0.0,0.47559142112731934
"[""to close one's eyes""]",['to die'],1,eng,[],"['suffer', 'play', 'cut_out', 'cutter', 'cube', 'change_state', 'feel', 'break_down', 'change', 'ache', 'disappear', 'shaping_tool']",0,VERB,VERB,True,0.0,0.42002180218696594
"[""to close one's eyes""]","['to ignore', 'not to greet somebody']",1,eng,[],"['treat', 'reject']",0,VERB,VERB,True,0.0,0.34805405139923096
['to bind to'],['to love'],1,eng,[],"['emotion', 'like', 'copulate', 'sexual_desire', 'sexual_activity', 'object', 'lover', 'score', 'love']",0,VERB,VERB,True,0.0,0.394230455160141
"['opening', 'hole']",['genitalia'],1,eng,"['option', 'ceremony', 'undo', 'artifact', 'opportunity', 'yield', 'space', 'expose', 'succession', 'entrance', 'passage', 'change_state', 'move', 'start', 'introduction', 'arise', 'beginning', 'motion', 'change_of_integrity']",['reproductive_organ'],0,NOUN,NOUN,True,0.0,0.3686235845088959
['shame'],['genitalia'],1,eng,"['misfortune', 'arouse', 'compel', 'surpass', 'feeling', 'dishonor']",['reproductive_organ'],0,NOUN,NOUN,True,0.0,0.4393340051174164
['egg'],['testicle'],1,eng,"['gonad', 'ovum', 'pelt', 'foodstuff', 'coat', 'male_reproductive_gland']","['gonad', 'male_reproductive_gland']",1,NOUN,NOUN,True,0.0,0.4883379340171814
"['nut', 'hazel']",['testicle'],1,eng,"['gonad', 'eccentric', 'linear_unit', 'seed', 'enthusiast', 'block', 'gather', 'male_reproductive_gland']","['gonad', 'male_reproductive_gland']",1,NOUN,NOUN,True,0.0,0.5948038101196289
['potato'],['testicle'],1,eng,"['vine', 'solanaceous_vegetable', 'starches', 'root_vegetable', 'solanum']","['gonad', 'male_reproductive_gland']",0,NOUN,NOUN,True,0.0,0.3958510458469391
['to clean'],"['to cure', 'treat']",1,eng,"['groom', 'deprive', 'weightlift', 'remove', 'tidy', 'change', 'be']","['help', 'preserve', 'medicine', 'change', 'harden']",1,VERB,VERB,True,0.0,0.5119493007659912
['fire'],['Tuesday'],1,eng,"['chase_away', 'make', 'trial', 'element', 'passion', 'criticism', 'bake', 'destroy', 'fireplace', 'supply', 'attack', 'remove', 'happening', 'blast', 'fuel', 'combustion']",['weekday'],0,NOUN,NOUN,True,0.0,0.2699510455131531
['water'],['Wednesday'],1,eng,"['thing', 'body_waste', 'element', 'food', 'fill', 'facility', 'liquid', 'binary_compound', 'secrete', 'nutrient', 'wet', 'supply']",['weekday'],0,NOUN,NOUN,True,0.0,0.2899820804595947
['tree'],['Thursday'],1,eng,"['woody_plant', 'steer', 'elongate', 'chase', 'forest', 'plant', 'plane_figure']",['weekday'],0,NOUN,NOUN,True,0.0,0.22969020903110504
['metal'],['Friday'],1,eng,"['mixture', 'chemical_element', 'coat']",['weekday'],0,NOUN,NOUN,True,0.0,0.21177516877651215
['earth'],['Saturday'],1,eng,"['ground', 'material', 'element', 'hide', 'location', 'concern', 'object', 'connection', 'solar_system']",['weekday'],0,NOUN,NOUN,True,0.0,0.32873106002807617
['hot'],['spicy'],1,eng,[],[],0,ADJ,NOUN,False,0.0,0.5574101209640503
['tasteless'],['boring'],1,eng,[],"['cut', 'creating_by_removal', 'production']",0,NOUN,NOUN,True,0.0,0.6649705767631531
['narrow'],['sad'],1,eng,"['change', 'strait', 'determine', 'tighten']",[],0,NOUN,NOUN,True,0.0,0.4495074152946472
['young'],['husband'],1,eng,"['age_group', 'animal']","['save', 'spouse']",0,ADJ,NOUN,False,0.0,0.4274579882621765
['warm'],['gay'],1,eng,['change'],['person'],0,NOUN,NOUN,True,0.0,0.40310707688331604
['near'],['cheap'],1,eng,['come'],[],0,ADP,NOUN,False,0.0,0.4530074894428253
"['to drive', 'to force to move on']",['to tell lie'],1,eng,"['make', 'golf_stroke', 'traverse', 'throw', 'transportation', 'road', 'push', 'trait', 'coerce', 'physical_condition', 'drive', 'hit', 'mechanism', 'propel', 'thrust', 'device', 'travel', 'propulsion', 'journey', 'hunt', 'move', 'excavate', 'mean', 'operate', 'fight', 'power', 'return', 'venture', 'work']",[],0,VERB,VERB,True,0.0,0.35713955760002136
['to return'],['to answer'],1,eng,"['elect', 'reappear', 'bring', 'submit', 'give', 'acquisition', 'appearance', 'answer', 'income', 'run', 'produce', 'transport', 'change_hands', 'group_action', 'travel', 'reciprocate', 'pay', 'legal_document', 'key', 'reply', 'change_by_reversal', 'tennis_stroke', 'denote', 'repeat', 'communicate', 'return', 'turning', 'arrival', 'motion']","['refute', 'solve', 'pleading', 'statement', 'react', 'state', 'match', 'satisfy', 'reply', 'reaction', 'be', 'meet']",1,VERB,VERB,True,0.0,0.48291751742362976
"['to turn', 'rotate']",['to return'],1,eng,"['turn', 'injure', 'till', 'curve', 'discolor', 'change_of_course', 'activity', 'performance', 'development', 'walk', 'favor', 'part', 'change', 'transform', 'movement', 'change_shape', 'travel', 'shape', 'do', 'send', 'change_state', 'move', 'change_of_direction', 'shift', 'rotation', 'operate', 'aim', 'appeal', 'get', 'senesce', 'transmit']","['elect', 'reappear', 'bring', 'submit', 'give', 'acquisition', 'appearance', 'answer', 'income', 'run', 'produce', 'transport', 'change_hands', 'group_action', 'travel', 'reciprocate', 'pay', 'legal_document', 'key', 'reply', 'change_by_reversal', 'tennis_stroke', 'denote', 'repeat', 'communicate', 'return', 'turning', 'arrival', 'motion']",1,VERB,VERB,True,0.0,0.7202807664871216
['skirt'],['whore'],1,eng,"['touch', 'bound', 'travel_by', 'girl', 'garment', 'cloth_covering', 'avoid', 'plant_part']","['woman', 'compromise', 'fornicate', 'work']",0,NOUN,NOUN,True,0.0,0.40271785855293274
['foam'],"['chatter', 'idle talk']",1,eng,"['bubble', 'material']","['converse', 'talk', 'sound', 'cut', 'noise']",0,NOUN,NOUN,True,0.0,0.38429734110832214
['to shoot'],['to tell lie'],1,eng,"['consume', 'injure', 'weave', 'throw', 'rush', 'measure', 'administer', 'hit', 'score', 'project', 'kill', 'ache', 'fire', 'shooting', 'emit', 'insert', 'record', 'utter', 'grow', 'sprout']",[],0,VERB,VERB,True,0.0,0.39395448565483093
['to heat up'],['to get drunk'],1,eng,"['change', 'intensify', 'change_state']",[],0,VERB,VERB,True,0.0,0.5352434515953064
"['to beat', 'hit']",['to eat'],1,eng,"['beat_generation', 'make', 'confuse', 'pace', 'nonconformist', 'beat', 'surpass', 'get_the_better_of', 'musical_time', 'stroke', 'glare', 'strike', 'cheat', 'tire', 'agitate', 'sound', 'oscillation', 'be', 'play', 'shape', 'move', 'periodic_event', 'sail', 'path', 'poetic_rhythm', 'sailing']","['consume', 'eat', 'damage', 'spend', 'worry']",0,VERB,VERB,True,0.0,0.5817041397094727
"['to beat', 'hit']",['to tell lie'],1,eng,"['beat_generation', 'make', 'confuse', 'pace', 'nonconformist', 'beat', 'surpass', 'get_the_better_of', 'musical_time', 'stroke', 'glare', 'strike', 'cheat', 'tire', 'agitate', 'sound', 'oscillation', 'be', 'play', 'shape', 'move', 'periodic_event', 'sail', 'path', 'poetic_rhythm', 'sailing']",[],0,VERB,VERB,True,0.0,0.4540092945098877
['puppy'],['inexperienced'],1,eng,"['pup', 'dog', 'young_person']",[],0,ADJ,ADJ,True,0.0,0.3170194625854492
['to hunt'],['to flirt'],1,eng,"['capture', 'labor', 'blood_sport', 'club', 'yaw', 'outdoor_sport', 'oscillate', 'chase', 'search', 'rout_out', 'activity']","['woman', 'act', 'talk', 'play']",0,VERB,VERB,True,0.0,0.401548832654953
"['to braid', 'plait', 'weave']",['to copulate'],1,eng,"['hairdo', 'decorate', 'weave', 'trimming']",['join'],0,VERB,VERB,True,0.0,0.5204217433929443
['to put into'],['to eat'],1,eng,[],"['consume', 'eat', 'damage', 'spend', 'worry']",0,VERB,VERB,True,0.0,0.6748543977737427
['to press down'],['to visit'],1,eng,['move'],"['afflict', 'travel', 'communicate', 'meeting', 'converse', 'bide', 'stay', 'tour', 'meet']",0,VERB,VERB,True,0.0,0.4481066167354584
['to press down'],"['to approach', 'come near']",1,eng,['move'],"['movement', 'come', 'address', 'golf_stroke', 'timing', 'approximate', 'air_lane', 'way', 'conceptualization', 'similarity', 'suggestion', 'act', 'motion']",0,VERB,VERB,True,0.0,0.5187220573425293
['to correct'],"['to cure', 'treat']",1,eng,"['balance', 'treat', 'descend', 'punish', 'call_on_the_carpet', 'change_by_reversal', 'change']","['help', 'preserve', 'medicine', 'change', 'harden']",1,VERB,VERB,True,0.0,0.44017279148101807
['heavy'],['stupid'],1,eng,"['actor', 'character']",['simpleton'],0,ADJ,ADJ,True,0.0,0.46959832310676575
['to break'],['to confess'],1,eng,"['switch', 'injure', 'deaden', 'surpass', 'delegate', 'penetrate', 'flee', 'become', 'appear', 'invalidate', 'detach', 'stroke', 'decay', 'happen', 'dance', 'discontinue', 'shoot', 'disrespect', 'weaken', 'change', 'score', 'ruin', 'collapse', 'destroy', 'dash', 'separate', 'change_state', 'accident', 'express_emotion', 'disperse', 'domesticate', 'come_forth', 'interrupt', 'happening', 'trespass', 'time_interval', 'separation', 'injury', 'diphthongize', 'delay', 'damage', 'decrease', 'crack', 'tell', 'escape', 'impoverish', 'solve', 'end', 'change_integrity', 'pause', 'change_of_integrity']",['admit'],0,VERB,VERB,True,0.0,0.5225883722305298
"['naked', 'bare']",['raw'],1,eng,[],['nakedness'],0,ADJ,NOUN,False,0.0,0.4551377296447754
"['footprint', 'track']",['behind'],1,eng,"['mark', 'trace', 'area']",['body_part'],0,NOUN,ADP,False,0.0,0.5358128547668457
['last'],['next'],1,eng,"['measure', 'weight_unit', 'volume_unit', 'ending', 'end', 'holding_device', 'rank', 'activity']",[],0,ADJ,ADJ,True,0.0,0.6607235074043274
['to sleep'],['to copulate'],1,eng,"['death', 'time_period', 'physical_condition', 'accommodate', 'rest']",['join'],0,VERB,VERB,True,0.0,0.4470026195049286
['to get tired'],['to be ill'],1,eng,[],[],0,VERB,VERB,True,0.0,0.6955156326293945
['neck'],['back of the head'],1,eng,"['opening', 'external_body_part', 'part', 'land', 'cut', 'pet']",[],0,NOUN,NOUN,True,0.0,0.5468676686286926
['neck'],['pride'],1,eng,"['opening', 'external_body_part', 'part', 'land', 'cut', 'pet']","['animal_group', 'mortal_sin', 'feel', 'satisfaction', 'trait', 'feeling']",0,NOUN,NOUN,True,0.0,0.397062748670578
['flexible'],"['compliant', 'pliable']",1,eng,[],[],0,ADJ,NOUN,False,0.0,0.4707055389881134
['to get tired'],['to forget'],1,eng,[],"['neglect', 'lose']",0,VERB,VERB,True,0.0,0.5311150550842285
['heart'],['essence'],1,eng,"['major_suit', 'playing_card', 'disposition', 'intuition', 'internal_organ', 'content', 'feeling', 'courage', 'variety_meat', 'plane_figure', 'area']","['substance', 'content', 'meaning', 'toiletry']",1,NOUN,NOUN,True,0.0,0.4477333724498749
['disease'],['to choose'],1,eng,['illness'],"['decide', 'evaluate']",0,NOUN,VERB,False,0.0,0.18762892484664917
"['sign', 'designation']",['genitalia'],1,eng,"['opposition', 'contract', 'evidence', 'gesture', 'communicate', 'gesticulate', 'mathematical_notation', 'structure', 'communication', 'clue', 'hire', 'region', 'write', 'validate', 'experience', 'language_unit', 'put']",['reproductive_organ'],0,NOUN,NOUN,True,0.0,0.38973498344421387
['heel'],['edge'],1,eng,"['dance', 'skeletal_structure', 'bottom', 'lean', 'villain', 'part', 'follow', 'end', 'hit', 'repair']","['side', 'advance', 'touch', 'boundary', 'line', 'superiority', 'supply', 'sharpen', 'limit', 'urgency']",0,NOUN,NOUN,True,0.0,0.5760952234268188
['edge'],['last'],1,eng,"['side', 'advance', 'touch', 'boundary', 'line', 'superiority', 'supply', 'sharpen', 'limit', 'urgency']","['measure', 'weight_unit', 'volume_unit', 'ending', 'end', 'holding_device', 'rank', 'activity']",0,NOUN,ADJ,False,0.0,0.4684075117111206
['heel'],['behind'],1,eng,"['dance', 'skeletal_structure', 'bottom', 'lean', 'villain', 'part', 'follow', 'end', 'hit', 'repair']",['body_part'],0,NOUN,ADP,False,0.0,0.4792429804801941
['brave'],['tiger'],1,eng,"['warrior', 'people', 'defy']","['panthera', 'person', 'big_cat']",0,NOUN,NOUN,True,0.0,0.4022033214569092
['to fly away'],"['to evaporate', 'exhale']",1,eng,[],"['change_integrity', 'change', 'weaken']",0,VERB,VERB,True,0.0,0.5063890814781189
['to vomit'],['to quarrel'],1,eng,"['excrete', 'expulsion', 'body_waste', 'remedy', 'reflex']","['argue', 'arrow', 'dispute']",0,VERB,VERB,True,0.0,0.5621106624603271
['dry'],['in vain'],1,eng,"['change', 'reformer']",[],0,NOUN,NOUN,True,0.0,0.4547980725765228
['to bind'],"['acerb', 'tart', 'harsh']",1,eng,"['attach', 'cover', 'fasten', 'indispose', 'restrain', 'adhere', 'hindrance', 'relate']",[],0,VERB,NOUN,False,0.0,0.3205101191997528
['simple'],['soon'],1,eng,"['herb', 'person']",[],0,NOUN,ADV,False,0.0,0.4592825174331665
['cold'],"['acerb', 'tart', 'harsh']",1,eng,"['temperature', 'communicable_disease', 'respiratory_disease', 'vasoconstrictor']",[],0,NOUN,NOUN,True,0.0,0.3911028504371643
['to be jealous'],['to envy'],1,eng,[],"['resentment', 'admire', 'desire', 'mortal_sin']",0,VERB,VERB,True,0.0,0.6996501088142395
['white'],['beautiful'],1,eng,"['white_race', 'achromatic_color', 'discolor', 'trouser', 'man', 'person', 'ingredient']",[],0,ADJ,NOUN,False,0.0,0.35371288657188416
['interest'],['respect'],1,eng,"['curiosity', 'fixed_charge', 'arouse', 'power', 'social_group', 'diversion', 'refer', 'benefit', 'share']","['honor', 'courtesy', 'filial_duty', 'politeness', 'attitude', 'detail', 'affection', 'accept', 'see']",0,NOUN,NOUN,True,0.0,0.4818773567676544
"['to soil', 'make dirty']",['to waste'],1,eng,"['earth', 'geographical_area', 'object', 'dirtiness', 'change']","['use', 'material', 'destroy', 'run', 'kill', 'devolve', 'weaken', 'enfeeble', 'improvidence', 'spend', 'wilderness', 'discard', 'act', 'activity']",0,VERB,VERB,True,0.0,0.5623342990875244
